State,County Name,County Fips,2000,2004,2008,2012,2016,2020
GEORGIA,STEWART,13259,D,D,D,D,D,D
GEORGIA,SUMTER,13261,R,R,D,D,D,R
GEORGIA,TALBOT,13263,D,D,D,D,D,D
GEORGIA,TALIAFERRO,13265,D,D,D,D,D,D
GEORGIA,TATTNALL,13267,R,R,R,R,R,R
GEORGIA,TAYLOR,13269,R,R,R,R,R,R
GEORGIA,TELFAIR,13271,D,R,R,R,R,R
GEORGIA,TERRELL,13273,D,D,D,D,D,R
GEORGIA,THOMAS,13275,R,R,R,R,R,R
GEORGIA,TIFT,13277,R,R,R,R,R,R
GEORGIA,TOOMBS,13279,R,R,R,R,R,R
GEORGIA,TOWNS,13281,R,R,R,R,R,R
GEORGIA,TREUTLEN,13283,R,R,R,R,R,R
GEORGIA,TROUP,13285,R,R,R,R,R,R
GEORGIA,TURNER,13287,R,R,R,R,R,R
GEORGIA,TWIGGS,13289,D,D,D,D,R,R
GEORGIA,UNION,13291,R,R,R,R,R,R
GEORGIA,UPSON,13293,R,R,R,R,R,R
GEORGIA,WALKER,13295,R,R,R,R,R,R
GEORGIA,WALTON,13297,R,R,R,R,R,R
GEORGIA,WARE,13299,R,R,R,R,R,R
GEORGIA,WARREN,13301,D,D,D,D,D,D
GEORGIA,WASHINGTON,13303,D,R,D,D,D,R
GEORGIA,WAYNE,13305,R,R,R,R,R,R
GEORGIA,WEBSTER,13307,D,D,R,R,R,D
GEORGIA,WHEELER,13309,R,R,R,R,R,R
GEORGIA,WHITE,13311,R,R,R,R,R,R
GEORGIA,WHITFIELD,13313,R,R,R,R,R,R
GEORGIA,WILCOX,13315,R,R,R,R,R,R
GEORGIA,WILKES,13317,R,R,R,R,R,R
GEORGIA,WILKINSON,13319,D,R,R,R,R,R
GEORGIA,WORTH,13321,R,R,R,R,R,R
HAWAII,HAWAII,15001,D,D,D,D,D,D
HAWAII,HONOLULU,15003,D,D,D,D,D,D
HAWAII,KAUAI,15007,D,D,D,D,D,D
HAWAII,MAUI,15009,D,D,D,D,D,D
IDAHO,ADA,16001,R,R,R,R,R,R
IDAHO,ADAMS,16003,R,R,R,R,R,R
IDAHO,BANNOCK,16005,R,R,R,R,R,R
IDAHO,BEAR LAKE,16007,R,R,R,R,R,R
IDAHO,BENEWAH,16009,R,R,R,R,R,R
IDAHO,BINGHAM,16011,R,R,R,R,R,R
IDAHO,BLAINE,16013,D,D,D,D,D,D
IDAHO,BOISE,16015,R,R,R,R,R,R
IDAHO,BONNER,16017,R,R,R,R,R,R
IDAHO,BONNEVILLE,16019,R,R,R,R,R,R
IDAHO,BOUNDARY,16021,R,R,R,R,R,R
IDAHO,BUTTE,16023,R,R,R,R,R,R
IDAHO,CAMAS,16025,R,R,R,R,R,R
IDAHO,CANYON,16027,R,R,R,R,R,R
IDAHO,CARIBOU,16029,R,R,R,R,R,R
IDAHO,CASSIA,16031,R,R,R,R,R,R
IDAHO,CLARK,16033,R,R,R,R,R,R
IDAHO,CLEARWATER,16035,R,R,R,R,R,R
IDAHO,CUSTER,16037,R,R,R,R,R,R
IDAHO,ELMORE,16039,R,R,R,R,R,R
IDAHO,FRANKLIN,16041,R,R,R,R,R,R
IDAHO,FREMONT,16043,R,R,R,R,R,R
IDAHO,GEM,16045,R,R,R,R,R,R
IDAHO,GOODING,16047,R,R,R,R,R,R
IDAHO,IDAHO,16049,R,R,R,R,R,R
IDAHO,JEFFERSON,16051,R,R,R,R,R,R
IDAHO,JEROME,16053,R,R,R,R,R,R
IDAHO,KOOTENAI,16055,R,R,R,R,R,R
IDAHO,LATAH,16057,R,R,D,D,D,D
IDAHO,LEMHI,16059,R,R,R,R,R,R
IDAHO,LEWIS,16061,R,R,R,R,R,R
IDAHO,LINCOLN,16063,R,R,R,R,R,R
IDAHO,MADISON,16065,R,R,R,R,R,R
IDAHO,MINIDOKA,16067,R,R,R,R,R,R
IDAHO,NEZ PERCE,16069,R,R,R,R,R,R
IDAHO,ONEIDA,16071,R,R,R,R,R,R
IDAHO,OWYHEE,16073,R,R,R,R,R,R
IDAHO,PAYETTE,16075,R,R,R,R,R,R
IDAHO,POWER,16077,R,R,R,R,R,R
IDAHO,SHOSHONE,16079,R,R,R,R,R,R
IDAHO,TETON,16081,R,R,D,R,R,D
IDAHO,TWIN FALLS,16083,R,R,R,R,R,R
IDAHO,VALLEY,16085,R,R,R,R,R,R
IDAHO,WASHINGTON,16087,R,R,R,R,R,R
ILLINOIS,ADAMS,17001,R,R,R,R,R,R
ILLINOIS,ALEXANDER,17003,D,D,D,D,R,R
ILLINOIS,BOND,17005,R,R,R,R,R,R
ILLINOIS,BOONE,17007,R,R,D,R,R,R
ILLINOIS,BROWN,17009,R,R,R,R,R,R
ILLINOIS,BUREAU,17011,R,R,D,R,R,R
ILLINOIS,CALHOUN,17013,D,D,D,R,R,R
ILLINOIS,CARROLL,17015,R,R,D,D,R,R
ILLINOIS,CASS,17017,R,R,D,R,R,R
ILLINOIS,CHAMPAIGN,17019,D,D,D,D,D,D
ILLINOIS,CHRISTIAN,17021,R,R,R,R,R,R
ILLINOIS,CLARK,17023,R,R,R,R,R,R
ILLINOIS,CLAY,17025,R,R,R,R,R,R
ILLINOIS,CLINTON,17027,R,R,R,R,R,R
ILLINOIS,COLES,17029,R,R,D,R,R,R
ILLINOIS,COOK,17031,D,D,D,D,D,D
ILLINOIS,CRAWFORD,17033,R,R,R,R,R,R
ILLINOIS,CUMBERLAND,17035,R,R,R,R,R,R
ILLINOIS,DE WITT,17039,R,R,R,R,R,R
ILLINOIS,DEKALB,17037,R,R,D,D,D,D
ILLINOIS,DOUGLAS,17041,R,R,R,R,R,R
ILLINOIS,DUPAGE,17043,R,R,D,D,D,D
ILLINOIS,EDGAR,17045,R,R,R,R,R,R
ILLINOIS,EDWARDS,17047,R,R,R,R,R,R
ILLINOIS,EFFINGHAM,17049,R,R,R,R,R,R
ILLINOIS,FAYETTE,17051,R,R,R,R,R,R
ILLINOIS,FORD,17053,R,R,R,R,R,R
ILLINOIS,FRANKLIN,17055,D,R,R,R,R,R
ILLINOIS,FULTON,17057,D,D,D,D,R,R
ILLINOIS,GALLATIN,17059,D,R,D,R,R,R
ILLINOIS,GREENE,17061,R,R,R,R,R,R
ILLINOIS,GRUNDY,17063,R,R,D,R,R,R
ILLINOIS,HAMILTON,17065,R,R,R,R,R,R
ILLINOIS,HANCOCK,17067,R,R,R,R,R,R
ILLINOIS,HARDIN,17069,R,R,R,R,R,R
ILLINOIS,HENDERSON,17071,D,D,D,D,R,R
ILLINOIS,HENRY,17073,D,R,D,D,R,R
ILLINOIS,IROQUOIS,17075,R,R,R,R,R,R
ILLINOIS,JACKSON,17077,D,D,D,D,D,D
ILLINOIS,JASPER,17079,R,R,R,R,R,R
ILLINOIS,JEFFERSON,17081,R,R,R,R,R,R
ILLINOIS,JERSEY,17083,R,R,R,R,R,R
ILLINOIS,JO DAVIESS,17085,R,R,D,D,R,R
ILLINOIS,JOHNSON,17087,R,R,R,R,R,R
ILLINOIS,KANE,17089,R,R,D,D,D,D
ILLINOIS,KANKAKEE,17091,R,R,D,R,R,R
ILLINOIS,KENDALL,17093,R,R,D,R,R,D
ILLINOIS,KNOX,17095,D,D,D,D,R,R
ILLINOIS,LAKE,17097,R,R,D,D,D,D
ILLINOIS,LASALLE,17099,D,R,D,R,R,R
ILLINOIS,LAWRENCE,17101,R,R,R,R,R,R
ILLINOIS,LEE,17103,R,R,R,R,R,R
ILLINOIS,LIVINGSTON,17105,R,R,R,R,R,R
ILLINOIS,LOGAN,17107,R,R,R,R,R,R
ILLINOIS,MACON,17115,D,R,D,R,R,R
ILLINOIS,MACOUPIN,17117,D,R,D,R,R,R
ILLINOIS,MADISON,17119,D,D,D,R,R,R
ILLINOIS,MARION,17121,R,R,R,R,R,R
ILLINOIS,MARSHALL,17123,R,R,R,R,R,R
ILLINOIS,MASON,17125,R,R,D,R,R,R
ILLINOIS,MASSAC,17127,R,R,R,R,R,R
ILLINOIS,MCDONOUGH,17109,R,R,D,R,R,R
ILLINOIS,MCHENRY,17111,R,R,D,R,R,R
ILLINOIS,MCLEAN,17113,R,R,D,R,R,D
ILLINOIS,MENARD,17129,R,R,R,R,R,R
ILLINOIS,MERCER,17131,D,D,D,D,R,R
ILLINOIS,MONROE,17133,R,R,R,R,R,R
ILLINOIS,MONTGOMERY,17135,D,R,D,R,R,R
ILLINOIS,MORGAN,17137,R,R,R,R,R,R
ILLINOIS,MOULTRIE,17139,R,R,R,R,R,R
ILLINOIS,OGLE,17141,R,R,R,R,R,R
ILLINOIS,PEORIA,17143,D,D,D,D,D,D
ILLINOIS,PERRY,17145,D,R,R,R,R,R
ILLINOIS,PIATT,17147,R,R,R,R,R,R
ILLINOIS,PIKE,17149,R,R,R,R,R,R
ILLINOIS,POPE,17151,R,R,R,R,R,R
ILLINOIS,PULASKI,17153,D,R,D,R,R,R
ILLINOIS,PUTNAM,17155,D,D,D,D,R,R
ILLINOIS,RANDOLPH,17157,R,R,R,R,R,R
ILLINOIS,RICHLAND,17159,R,R,R,R,R,R
ILLINOIS,ROCK ISLAND,17161,D,D,D,D,D,D
ILLINOIS,SALINE,17165,R,R,R,R,R,R
ILLINOIS,SANGAMON,17167,R,R,D,R,R,R
ILLINOIS,SCHUYLER,17169,R,R,D,R,R,R
ILLINOIS,SCOTT,17171,R,R,R,R,R,R
ILLINOIS,SHELBY,17173,R,R,R,R,R,R
ILLINOIS,ST. CLAIR,17163,D,D,D,D,D,D
ILLINOIS,STARK,17175,R,R,R,R,R,R
ILLINOIS,STEPHENSON,17177,R,R,D,R,R,R
ILLINOIS,TAZEWELL,17179,R,R,R,R,R,R
ILLINOIS,UNION,17181,R,R,R,R,R,R
ILLINOIS,VERMILION,17183,R,R,D,R,R,R
ILLINOIS,WABASH,17185,R,R,R,R,R,R
ILLINOIS,WARREN,17187,R,R,D,D,R,R
ILLINOIS,WASHINGTON,17189,R,R,R,R,R,R
ILLINOIS,WAYNE,17191,R,R,R,R,R,R
ILLINOIS,WHITE,17193,R,R,R,R,R,R
ILLINOIS,WHITESIDE,17195,D,D,D,D,R,R
ILLINOIS,WILL,17197,R,R,D,D,D,D
ILLINOIS,WILLIAMSON,17199,R,R,R,R,R,R
ILLINOIS,WINNEBAGO,17201,R,R,D,D,D,D
ILLINOIS,WOODFORD,17203,R,R,R,R,R,R
INDIANA,ADAMS,18001,R,R,R,R,R,R
INDIANA,ALLEN,18003,R,R,R,R,R,R
INDIANA,BARTHOLOMEW,18005,R,R,R,R,R,R
INDIANA,BENTON,18007,R,R,R,R,R,R
INDIANA,BLACKFORD,18009,R,R,R,R,R,R
INDIANA,BOONE,18011,R,R,R,R,R,R
INDIANA,BROWN,18013,R,R,R,R,R,R
INDIANA,CARROLL,18015,R,R,R,R,R,R
INDIANA,CASS,18017,R,R,R,R,R,R
INDIANA,CLARK,18019,R,R,R,R,R,R
INDIANA,CLAY,18021,R,R,R,R,R,R
INDIANA,CLINTON,18023,R,R,R,R,R,R
INDIANA,CRAWFORD,18025,R,R,R,R,R,R
INDIANA,DAVIESS,18027,R,R,R,R,R,R
INDIANA,DEARBORN,18029,R,R,R,R,R,R
INDIANA,DECATUR,18031,R,R,R,R,R,R
INDIANA,DEKALB,18033,R,R,R,R,R,R
INDIANA,DELAWARE,18035,R,R,D,D,R,R
INDIANA,DUBOIS,18037,R,R,R,R,R,R
INDIANA,ELKHART,18039,R,R,R,R,R,R
INDIANA,FAYETTE,18041,R,R,R,R,R,R
INDIANA,FLOYD,18043,R,R,R,R,R,R
INDIANA,FOUNTAIN,18045,R,R,R,R,R,R
INDIANA,FRANKLIN,18047,R,R,R,R,R,R
INDIANA,FULTON,18049,R,R,R,R,R,R
INDIANA,GIBSON,18051,R,R,R,R,R,R
INDIANA,GRANT,18053,R,R,R,R,R,R
INDIANA,GREENE,18055,R,R,R,R,R,R
INDIANA,HAMILTON,18057,R,R,R,R,R,R
INDIANA,HANCOCK,18059,R,R,R,R,R,R
INDIANA,HARRISON,18061,R,R,R,R,R,R
INDIANA,HENDRICKS,18063,R,R,R,R,R,R
INDIANA,HENRY,18065,R,R,R,R,R,R
INDIANA,HOWARD,18067,R,R,R,R,R,R
INDIANA,HUNTINGTON,18069,R,R,R,R,R,R
INDIANA,JACKSON,18071,R,R,R,R,R,R
INDIANA,JASPER,18073,R,R,R,R,R,R
INDIANA,JAY,18075,R,R,R,R,R,R
INDIANA,JEFFERSON,18077,R,R,R,R,R,R
INDIANA,JENNINGS,18079,R,R,R,R,R,R
INDIANA,JOHNSON,18081,R,R,R,R,R,R
INDIANA,KNOX,18083,R,R,R,R,R,R
INDIANA,KOSCIUSKO,18085,R,R,R,R,R,R
INDIANA,LAGRANGE,18087,R,R,R,R,R,R
INDIANA,LAKE,18089,D,D,D,D,D,D
INDIANA,LAPORTE,18091,D,D,D,D,R,R
INDIANA,LAWRENCE,18093,R,R,R,R,R,R
INDIANA,MADISON,18095,R,R,D,R,R,R
INDIANA,MARION,18097,R,D,D,D,D,D
INDIANA,MARSHALL,18099,R,R,R,R,R,R
INDIANA,MARTIN,18101,R,R,R,R,R,R
INDIANA,MIAMI,18103,R,R,R,R,R,R
INDIANA,MONROE,18105,R,D,D,D,D,D
INDIANA,MONTGOMERY,18107,R,R,R,R,R,R
INDIANA,MORGAN,18109,R,R,R,R,R,R
INDIANA,NEWTON,18111,R,R,R,R,R,R
INDIANA,NOBLE,18113,R,R,R,R,R,R
INDIANA,OHIO,18115,R,R,R,R,R,R
INDIANA,ORANGE,18117,R,R,R,R,R,R
INDIANA,OWEN,18119,R,R,R,R,R,R
INDIANA,PARKE,18121,R,R,R,R,R,R
INDIANA,PERRY,18123,D,R,D,D,R,R
INDIANA,PIKE,18125,R,R,R,R,R,R
INDIANA,PORTER,18127,R,R,D,D,R,R
INDIANA,POSEY,18129,R,R,R,R,R,R
INDIANA,PULASKI,18131,R,R,R,R,R,R
INDIANA,PUTNAM,18133,R,R,R,R,R,R
INDIANA,RANDOLPH,18135,R,R,R,R,R,R
INDIANA,RIPLEY,18137,R,R,R,R,R,R
INDIANA,RUSH,18139,R,R,R,R,R,R
INDIANA,SCOTT,18143,D,R,R,R,R,R
INDIANA,SHELBY,18145,R,R,R,R,R,R
INDIANA,SPENCER,18147,R,R,D,R,R,R
INDIANA,ST. JOSEPH,18141,D,R,D,D,D,D
INDIANA,STARKE,18149,R,R,D,R,R,R
INDIANA,STEUBEN,18151,R,R,R,R,R,R
INDIANA,SULLIVAN,18153,R,R,R,R,R,R
INDIANA,SWITZERLAND,18155,R,R,R,R,R,R
INDIANA,TIPPECANOE,18157,R,R,D,R,R,D
INDIANA,TIPTON,18159,R,R,R,R,R,R
INDIANA,UNION,18161,R,R,R,R,R,R
INDIANA,VANDERBURGH,18163,R,R,D,R,R,R
INDIANA,VERMILLION,18165,D,R,D,R,R,R
INDIANA,VIGO,18167,R,R,D,D,R,R
INDIANA,WABASH,18169,R,R,R,R,R,R
INDIANA,WARREN,18171,R,R,R,R,R,R
INDIANA,WARRICK,18173,R,R,R,R,R,R
INDIANA,WASHINGTON,18175,R,R,R,R,R,R
INDIANA,WAYNE,18177,R,R,R,R,R,R
INDIANA,WELLS,18179,R,R,R,R,R,R
INDIANA,WHITE,18181,R,R,R,R,R,R
INDIANA,WHITLEY,18183,R,R,R,R,R,R
IOWA,ADAIR,19001,R,R,R,R,R,R
IOWA,ADAMS,19003,R,R,D,R,R,R
IOWA,ALLAMAKEE,19005,R,R,D,D,R,R
IOWA,APPANOOSE,19007,R,R,R,R,R,R
IOWA,AUDUBON,19009,R,R,D,R,R,R
IOWA,BENTON,19011,D,D,D,R,R,R
IOWA,BLACK HAWK,19013,D,D,D,D,D,R
IOWA,BOONE,19015,D,D,D,D,R,R
IOWA,BREMER,19017,R,R,D,D,R,R
IOWA,BUCHANAN,19019,D,D,D,D,R,R
IOWA,BUENA VISTA,19021,R,R,R,R,R,R
IOWA,BUTLER,19023,R,R,R,R,R,R
IOWA,CALHOUN,19025,R,R,R,R,R,R
IOWA,CARROLL,19027,R,R,D,R,R,R
IOWA,CASS,19029,R,R,R,R,R,R
IOWA,CEDAR,19031,D,R,D,D,R,R
IOWA,CERRO GORDO,19033,D,D,D,D,R,R
IOWA,CHEROKEE,19035,R,R,R,R,R,R
IOWA,CHICKASAW,19037,D,D,D,D,R,R
IOWA,CLARKE,19039,D,D,D,D,R,R
IOWA,CLAY,19041,R,R,R,R,R,R
IOWA,CLAYTON,19043,D,D,D,D,R,R
IOWA,CLINTON,19045,D,D,D,D,R,R
IOWA,CRAWFORD,19047,R,R,D,R,R,R
IOWA,DALLAS,19049,R,R,R,R,R,R
IOWA,DAVIS,19051,R,R,R,R,R,R
IOWA,DECATUR,19053,R,R,R,R,R,R
IOWA,DELAWARE,19055,R,R,D,R,R,R
IOWA,DES MOINES,19057,D,D,D,D,R,R
IOWA,DICKINSON,19059,R,R,R,R,R,R
IOWA,DUBUQUE,19061,D,D,D,D,R,R
IOWA,EMMET,19063,R,R,D,R,R,R
IOWA,FAYETTE,19065,R,D,D,D,R,R
IOWA,FLOYD,19067,D,D,D,D,R,R
IOWA,FRANKLIN,19069,R,R,D,R,R,R
IOWA,FREMONT,19071,R,R,R,R,R,R
IOWA,GREENE,19073,D,R,D,R,R,R
IOWA,GRUNDY,19075,R,R,R,R,R,R
IOWA,GUTHRIE,19077,R,R,R,R,R,R
IOWA,HAMILTON,19079,R,R,D,R,R,R
IOWA,HANCOCK,19081,R,R,R,R,R,R
IOWA,HARDIN,19083,R,R,D,R,R,R
IOWA,HARRISON,19085,R,R,R,R,R,R
IOWA,HENRY,19087,R,R,R,R,R,R
IOWA,HOWARD,19089,D,D,D,D,R,R
IOWA,HUMBOLDT,19091,R,R,R,R,R,R
IOWA,IDA,19093,R,R,R,R,R,R
IOWA,IOWA,19095,R,R,D,R,R,R
IOWA,JACKSON,19097,D,D,D,D,R,R
IOWA,JASPER,19099,R,D,D,D,R,R
IOWA,JEFFERSON,19101,R,D,D,D,R,R
IOWA,JOHNSON,19103,D,D,D,D,D,R
IOWA,JONES,19105,D,D,D,D,R,R
IOWA,KEOKUK,19107,R,R,R,R,R,R
IOWA,KOSSUTH,19109,R,R,D,R,R,R
IOWA,LEE,19111,D,D,D,D,R,R
IOWA,LINN,19113,D,D,D,D,D,R
IOWA,LOUISA,19115,D,R,D,D,R,R
IOWA,LUCAS,19117,R,R,R,R,R,R
IOWA,LYON,19119,R,R,R,R,R,R
IOWA,MADISON,19121,R,R,R,R,R,R
IOWA,MAHASKA,19123,R,R,R,R,R,R
IOWA,MARION,19125,R,R,R,R,R,R
IOWA,MARSHALL,19127,R,R,D,D,R,R
IOWA,MILLS,19129,R,R,R,R,R,R
IOWA,MITCHELL,19131,D,D,D,D,R,R
IOWA,MONONA,19133,R,R,R,R,R,R
IOWA,MONROE,19135,R,R,R,R,R,R
IOWA,MONTGOMERY,19137,R,R,R,R,R,R
IOWA,MUSCATINE,19139,D,D,D,D,R,R
IOWA,O'BRIEN,19141,R,R,R,R,R,R
IOWA,OSCEOLA,19143,R,R,R,R,R,R
IOWA,PAGE,19145,R,R,R,R,R,R
IOWA,PALO ALTO,19147,R,R,D,R,R,R
IOWA,PLYMOUTH,19149,R,R,R,R,R,R
IOWA,POCAHONTAS,19151,R,R,R,R,R,R
IOWA,POLK,19153,D,D,D,D,D,R
IOWA,POTTAWATTAMIE,19155,R,R,R,R,R,R
IOWA,POWESHIEK,19157,R,D,D,D,R,R
IOWA,RINGGOLD,19159,R,R,R,R,R,R
IOWA,SAC,19161,R,R,R,R,R,R
IOWA,SCOTT,19163,D,D,D,D,D,R
IOWA,SHELBY,19165,R,R,R,R,R,R
IOWA,SIOUX,19167,R,R,R,R,R,R
IOWA,STORY,19169,D,D,D,D,D,R
IOWA,TAMA,19171,D,D,D,D,R,R
IOWA,TAYLOR,19173,R,R,R,R,R,R
IOWA,UNION,19175,R,R,D,D,R,R
IOWA,VAN BUREN,19177,R,R,R,R,R,R
IOWA,WAPELLO,19179,D,D,D,D,R,R
IOWA,WARREN,19181,R,R,D,R,R,R
IOWA,WASHINGTON,19183,R,R,R,R,R,R
IOWA,WAYNE,19185,R,R,R,R,R,R
IOWA,WEBSTER,19187,D,D,D,D,R,R
IOWA,WINNEBAGO,19189,D,R,D,R,R,R
IOWA,WINNESHIEK,19191,R,D,D,D,R,R
IOWA,WOODBURY,19193,R,R,R,D,R,R
IOWA,WORTH,19195,D,D,D,D,R,R
IOWA,WRIGHT,19197,R,R,R,R,R,R
KANSAS,ALLEN,20001,R,R,R,R,R,R
KANSAS,ANDERSON,20003,R,R,R,R,R,R
KANSAS,ATCHISON,20005,R,R,R,R,R,R
KANSAS,BARBER,20007,R,R,R,R,R,R
KANSAS,BARTON,20009,R,R,R,R,R,R
KANSAS,BOURBON,20011,R,R,R,R,R,R
KANSAS,BROWN,20013,R,R,R,R,R,R
KANSAS,BUTLER,20015,R,R,R,R,R,R
KANSAS,CHASE,20017,R,R,R,R,R,R
KANSAS,CHAUTAUQUA,20019,R,R,R,R,R,R
KANSAS,CHEROKEE,20021,R,R,R,R,R,R
KANSAS,CHEYENNE,20023,R,R,R,R,R,R
KANSAS,CLARK,20025,R,R,R,R,R,R
KANSAS,CLAY,20027,R,R,R,R,R,R
KANSAS,CLOUD,20029,R,R,R,R,R,R
KANSAS,COFFEY,20031,R,R,R,R,R,R
KANSAS,COMANCHE,20033,R,R,R,R,R,R
KANSAS,COWLEY,20035,R,R,R,R,R,R
KANSAS,CRAWFORD,20037,R,R,D,R,R,R
KANSAS,DECATUR,20039,R,R,R,R,R,R
KANSAS,DICKINSON,20041,R,R,R,R,R,R
KANSAS,DONIPHAN,20043,R,R,R,R,R,R
KANSAS,DOUGLAS,20045,D,D,D,D,D,D
KANSAS,EDWARDS,20047,R,R,R,R,R,R
KANSAS,ELK,20049,R,R,R,R,R,R
KANSAS,ELLIS,20051,R,R,R,R,R,R
KANSAS,ELLSWORTH,20053,R,R,R,R,R,R
KANSAS,FINNEY,20055,R,R,R,R,R,R
KANSAS,FORD,20057,R,R,R,R,R,R
KANSAS,FRANKLIN,20059,R,R,R,R,R,R
KANSAS,GEARY,20061,R,R,R,R,R,R
KANSAS,GOVE,20063,R,R,R,R,R,R
KANSAS,GRAHAM,20065,R,R,R,R,R,R
KANSAS,GRANT,20067,R,R,R,R,R,R
KANSAS,GRAY,20069,R,R,R,R,R,R
KANSAS,GREELEY,20071,R,R,R,R,R,R
KANSAS,GREENWOOD,20073,R,R,R,R,R,R
KANSAS,HAMILTON,20075,R,R,R,R,R,R
KANSAS,HARPER,20077,R,R,R,R,R,R
KANSAS,HARVEY,20079,R,R,R,R,R,R
KANSAS,HASKELL,20081,R,R,R,R,R,R
KANSAS,HODGEMAN,20083,R,R,R,R,R,R
KANSAS,JACKSON,20085,R,R,R,R,R,R
KANSAS,JEFFERSON,20087,R,R,R,R,R,R
KANSAS,JEWELL,20089,R,R,R,R,R,R
KANSAS,JOHNSON,20091,R,R,R,R,R,D
KANSAS,KEARNY,20093,R,R,R,R,R,R
KANSAS,KINGMAN,20095,R,R,R,R,R,R
KANSAS,KIOWA,20097,R,R,R,R,R,R
KANSAS,LABETTE,20099,R,R,R,R,R,R
KANSAS,LANE,20101,R,R,R,R,R,R
KANSAS,LEAVENWORTH,20103,R,R,R,R,R,R
KANSAS,LINCOLN,20105,R,R,R,R,R,R
KANSAS,LINN,20107,R,R,R,R,R,R
KANSAS,LOGAN,20109,R,R,R,R,R,R
KANSAS,LYON,20111,R,R,R,R,R,R
KANSAS,MARION,20115,R,R,R,R,R,R
KANSAS,MARSHALL,20117,R,R,R,R,R,R
KANSAS,MCPHERSON,20113,R,R,R,R,R,R
KANSAS,MEADE,20119,R,R,R,R,R,R
KANSAS,MIAMI,20121,R,R,R,R,R,R
KANSAS,MITCHELL,20123,R,R,R,R,R,R
KANSAS,MONTGOMERY,20125,R,R,R,R,R,R
KANSAS,MORRIS,20127,R,R,R,R,R,R
KANSAS,MORTON,20129,R,R,R,R,R,R
KANSAS,NEMAHA,20131,R,R,R,R,R,R
KANSAS,NEOSHO,20133,R,R,R,R,R,R
KANSAS,NESS,20135,R,R,R,R,R,R
KANSAS,NORTON,20137,R,R,R,R,R,R
KANSAS,OSAGE,20139,R,R,R,R,R,R
KANSAS,OSBORNE,20141,R,R,R,R,R,R
KANSAS,OTTAWA,20143,R,R,R,R,R,R
KANSAS,PAWNEE,20145,R,R,R,R,R,R
KANSAS,PHILLIPS,20147,R,R,R,R,R,R
KANSAS,POTTAWATOMIE,20149,R,R,R,R,R,R
KANSAS,PRATT,20151,R,R,R,R,R,R
KANSAS,RAWLINS,20153,R,R,R,R,R,R
KANSAS,RENO,20155,R,R,R,R,R,R
KANSAS,REPUBLIC,20157,R,R,R,R,R,R
KANSAS,RICE,20159,R,R,R,R,R,R
KANSAS,RILEY,20161,R,R,R,R,R,D
KANSAS,ROOKS,20163,R,R,R,R,R,R
KANSAS,RUSH,20165,R,R,R,R,R,R
KANSAS,RUSSELL,20167,R,R,R,R,R,R
KANSAS,SALINE,20169,R,R,R,R,R,R
KANSAS,SCOTT,20171,R,R,R,R,R,R
KANSAS,SEDGWICK,20173,R,R,R,R,R,R
KANSAS,SEWARD,20175,R,R,R,R,R,R
KANSAS,SHAWNEE,20177,R,R,R,R,R,D
KANSAS,SHERIDAN,20179,R,R,R,R,R,R
KANSAS,SHERMAN,20181,R,R,R,R,R,R
KANSAS,SMITH,20183,R,R,R,R,R,R
KANSAS,STAFFORD,20185,R,R,R,R,R,R
KANSAS,STANTON,20187,R,R,R,R,R,R
KANSAS,STEVENS,20189,R,R,R,R,R,R
KANSAS,SUMNER,20191,R,R,R,R,R,R
KANSAS,THOMAS,20193,R,R,R,R,R,R
KANSAS,TREGO,20195,R,R,R,R,R,R
KANSAS,WABAUNSEE,20197,R,R,R,R,R,R
KANSAS,WALLACE,20199,R,R,R,R,R,R
KANSAS,WASHINGTON,20201,R,R,R,R,R,R
KANSAS,WICHITA,20203,R,R,R,R,R,R
KANSAS,WILSON,20205,R,R,R,R,R,R
KANSAS,WOODSON,20207,R,R,R,R,R,R
KANSAS,WYANDOTTE,20209,D,D,D,D,D,D
KENTUCKY,ADAIR,21001,R,R,R,R,R,R
KENTUCKY,ALLEN,21003,R,R,R,R,R,R
KENTUCKY,ANDERSON,21005,R,R,R,R,R,R
KENTUCKY,BALLARD,21007,D,R,R,R,R,R
KENTUCKY,BARREN,21009,R,R,R,R,R,R
KENTUCKY,BATH,21011,R,D,R,R,R,R
KENTUCKY,BELL,21013,R,R,R,R,R,R
KENTUCKY,BOONE,21015,R,R,R,R,R,R
KENTUCKY,BOURBON,21017,R,R,R,R,R,R
KENTUCKY,BOYD,21019,D,R,R,R,R,R
KENTUCKY,BOYLE,21021,R,R,R,R,R,R
KENTUCKY,BRACKEN,21023,R,R,R,R,R,R
KENTUCKY,BREATHITT,21025,D,D,R,R,R,R
KENTUCKY,BRECKINRIDGE,21027,R,R,R,R,R,R
KENTUCKY,BULLITT,21029,R,R,R,R,R,R
KENTUCKY,BUTLER,21031,R,R,R,R,R,R
KENTUCKY,CALDWELL,21033,R,R,R,R,R,R
KENTUCKY,CALLOWAY,21035,R,R,R,R,R,R
KENTUCKY,CAMPBELL,21037,R,R,R,R,R,R
KENTUCKY,CARLISLE,21039,R,R,R,R,R,R
KENTUCKY,CARROLL,21041,R,R,R,R,R,R
KENTUCKY,CARTER,21043,R,D,R,R,R,R
KENTUCKY,CASEY,21045,R,R,R,R,R,R
KENTUCKY,CHRISTIAN,21047,R,R,R,R,R,R
KENTUCKY,CLARK,21049,R,R,R,R,R,R
